restaurant_id,restaurant_name,manager_user_id,display_name,email
dc632317-a671-5811-947e-a78c050137b6,"El Gallo Taqueria",5515f014-9b77-46a8-a273-2eb1da35acc3,"William Cook",managers@el-gallo-taqueria.com
a5d2845b-8c21-5a51-811a-99044f9675ff,"Famous Pops Pizzas",8070408e-86a3-4c9d-b303-f237dfdc9bdb,"Diane Johnson",managers@famous-pops-pizzas.com
c08fd0ed-051d-5731-bd32-1c0921c116e6,"810 Deli & Cafe",47c47351-4824-4e77-8985-214a0ecd10cc,"Tyler Nelson",managers@810-deli-cafe.com
fc99202e-a3be-513f-998a-046ec8c04a6d,"August Wilson Theatre",60fca8dd-831a-4f01-bdde-9e8786021cbb,"Deborah Howard",managers@august-wilson-theatre.com
ba858fd1-a8ea-5430-ba14-6a9a451b83b9,"Kushi Kushi Yaki | Ramen & Yakitori Izakaya",e5c439db-e013-447a-a872-538b0e74e496,"John Myers",managers@kushi-kushi-yaki-ramen-yakitori-izakaya.com
26558b99-57c5-5191-be75-04aea0ec0daf,"Old Town Bar",86c00be0-d603-4463-bf75-3c10a28c40da,"Donna Jimenez",managers@old-town-bar.com
101bec6d-3538-5223-ad08-70aac8c5f03f,"Tavola Hells Kitchen",ced46d05-b6ad-43ea-a7c5-c27cfd449921,"Nancy Johnson",managers@tavola-hells-kitchen.com
290c9d21-157d-5a11-bea0-ee9c989d1911,"Sevilla",35c58abc-547c-458c-a926-15bfd6113068,"Patrick Hall",managers@sevilla.com
da4c48d6-f43a-5b80-9f99-823c21666be3,"McHale's Bar & Grill",ddf58ad9-6993-410c-bbff-fea0efbb9193,"James Hughes",managers@mchales-bar-grill.com
1c7ba0e5-68f2-5f13-97ce-e3d843c411f3,"Old Homestead Steakhouse",535d5603-1830-4dc1-8ef5-26544d333dcf,"Jack Ramos",managers@old-homestead-steakhouse.com
f05a2356-69bf-5464-9a8b-09527b41aee2,"NUBIANI - Koreatown",c0fd45a8-e20a-4327-adb7-ff4c4b3f9cdb,"Emily Long",managers@nubiani-koreatown.com
2b205532-b48f-5bec-883c-42f69cfb4cc0,"Arturo's Coal Oven Pizza",dc82fdb6-2c4a-459b-b207-cb5237cf79af,"Jessica Bailey",managers@arturos-coal-oven-pizza.com
c23aeb78-0ac8-5ecf-a102-b96dd94d19a7,"Oncheon NYC",eec018da-fd49-4233-9be6-a86083caf7ac,"Emma Perez",managers@oncheon-nyc.com
3c9e68a9-7d6c-567f-96cb-1a27510ca8ad,"Chipotle Mexican Grill",9837de1e-8a53-4ce0-8017-5c82713f6fd7,"Susan Bennett",managers@chipotle-mexican-grill.com
71c72695-ac37-5d49-8341-ced19bd84628,"NY Pizza Suprema",7a2d39b5-7938-4961-94ce-90dc6c758038,"Ryan Sanders",managers@ny-pizza-suprema.com
22624016-cb4b-5b5c-930a-40d0edcf95cf,"Serafina Times Square",aa28f8c7-f58a-4488-ab75-69390ceb45d4,"Andrew Alvarez",managers@serafina-times-square.com
4a856e43-d860-5006-aa4d-9a0831ab1863,"Jumbo Bagel Cafe",ae7475ff-19bd-4e94-b204-b06417936f39,"Christine Harris",managers@jumbo-bagel-cafe.com
34c0e813-46dc-5847-8d64-b6da2d6f1a6f,"Dig Inn",ff20a748-f626-49d9-877c-7cb64d8f826d,"Raymond Mendoza",managers@dig-inn.com
9fb73314-6f6f-57c0-9169-1e2a8370ac22,"Nancy Whiskey Pub",f87da618-f4de-4cc9-abc4-8f37441a751b,"Carolyn Wilson",managers@nancy-whiskey-pub.com
d48e7e4b-8b9c-5fe0-816f-1082f0a19af0,"Reif's Bar",6046f8a5-d9b3-41c5-98bb-c245b053f33b,"Samantha Thompson",managers@reifs-bar.com
a7498770-1109-582e-8285-7a29b3ba3e09,"Let's Meat BBQ",5a314524-0b0e-46f3-bbea-eaf2c63d4771,"Debra Ruiz",managers@lets-meat-bbq.com
c663960e-9f47-5cad-aa13-191f95310abe,"Judge Roy Bean Public House",46981d32-63ed-4e7b-8876-fa7f03ebd404,"Thomas Flores",managers@judge-roy-bean-public-house.com
e9010c27-7f43-55c6-86db-0f66c842d8ac,"Longo Bros",9b458a11-e7b7-4340-b513-d1fbeab831a6,"Sarah Ross",managers@longo-bros.com
27d17c15-1eb1-5b0c-b6b8-cdd9b72835aa,"Casa Bella",4601206b-7740-49c6-98cb-d4da1ce7b6bf,"Jonathan Thomas",managers@casa-bella.com
d11c5b7e-ff0d-5ba5-9cdc-752dd2954c83,"Cuchifritos",11a56659-4ce8-4e74-b54f-527d028bb7ac,"Donna Parker",managers@cuchifritos.com
a411dd85-052f-5821-a119-8a7338d15983,"Tipsy Shanghai 蘇杭餐厅",8a2d9b9e-b986-4463-b803-a973d882aea7,"Nicholas Johnson",managers@tipsy-shanghai.com
2e38dee2-5297-5d99-acc4-901c3275e919,"Terra Blues",b98361a5-6d88-41f6-a3fe-60cc095de267,"Amy Mendoza",managers@terra-blues.com
d5e9af70-4b96-5bae-8a25-dcb92c751ac7,"Cooper Town",bda14645-a3cf-4fd9-985e-73ce586176e6,"Timothy Robinson",managers@cooper-town.com
cae27255-788d-5d49-b898-10d994c46917,"Paris Baguette",dfaa99af-c2a9-4451-a531-31c1a294e19f,"Deborah Thomas",managers@paris-baguette.com
0cfd6671-5305-5d84-b840-66f014b46922,"Mezzaluna",1f6d0bd2-48de-438e-aba5-ce96b5152d6a,"Cynthia Perez",managers@mezzaluna.com
2ad0bf4d-7698-5595-a78a-30573510f904,"Starstruck Coffee",856b3092-2ef1-4a02-b62e-15e5398bc5cf,"Sharon Torres",managers@starstruck-coffee.com
6ddfe7d0-32d7-56ad-aa87-d29c778e78d0,"O'Hara's Restaurant and Pub",12d58803-24b2-4404-8463-e8c0723152e7,"Samantha Reed",managers@oharas-restaurant-and-pub.com
fb44b18b-cd10-57a3-ae23-e9659f6b7b00,"Allora Fifth Ave",161a138e-410c-4782-9ad5-19e946b799e1,"Daniel Cox",managers@allora-fifth-ave.com
a2dc91c0-4f71-5881-8684-aadfc329da97,"Friend Of A Farmer",7b47bf98-961a-4b30-abfa-06783781a805,"Raymond Walker",managers@friend-of-a-farmer.com
257bd838-5af3-5bd4-9afe-1cf69a181d4e,"Starbucks Coffee Company",5ea49615-4525-4bd1-8171-d956501e2aff,"Laura Anderson",managers@starbucks-coffee-company-3.com
f9c2edb4-0ac6-5a42-b22c-19c234526813,"Primola",a41c806e-ebc6-4cd8-a49b-c90ba8168bb5,"Carolyn Rogers",managers@primola.com
a8390583-565b-55ac-87e2-0d0ccc9f786c,"Sake Bar Decibel",ccdccf2e-1a6b-4251-95ab-e89c4e4881a4,"Patrick Rogers",managers@sake-bar-decibel.com
bfd68291-aabf-5cfe-a885-3ac4489e15d5,"The Black Sheep Sports Bar N.Y.C",f819cc35-2380-4f25-a2fc-9085c25fa266,"Anna Cox",managers@the-black-sheep-sports-bar-n-y-c.com
74a1d3d6-26c7-5989-8105-b8aaad530d88,"The Townhouse of New York",944cd08f-a713-4689-bb00-9473a39497e9,"Carolyn King",managers@the-townhouse-of-new-york.com
4917942e-b198-5aed-b8b9-828c343dfe8a,"Boxers HK",b1915e4d-1213-4294-8aba-d23a5d09bcc9,"Thomas Rodriguez",managers@boxers-hk.com
0e3b7c70-92cf-55ef-a2e8-d4bcfbbeb60d,"Jimbo’s Hamburger Palace",9c23e227-6cb2-44be-921c-68e7bb013e3a,"Gary Anderson",managers@jimbo-s-hamburger-palace.com
0d7447b8-9db6-5961-988b-b4199b790343,"Luke's Bar & Grill",ccc809bf-665a-416b-9f90-020b4c795ba0,"Patrick Anderson",managers@lukes-bar-grill.com
661591b5-dc44-51f0-8421-cc36e668e484,"Cassidys Pub",15b09516-0b18-4ad1-9cde-4827c127a55e,"Lisa Murphy",managers@cassidys-pub.com
69118752-0a89-5950-bbae-d23c5e136e72,"Burgerology Midtown",c236866d-8f1d-474f-9c67-ff2703f53dd6,"Alexander Reyes",managers@burgerology-midtown.com
6cf45b43-a2c1-5937-945c-5d545a8d4382,"Sutton Cafe",fe61b1a7-b1d5-4e06-974b-c8929278ae99,"Ashley Morgan",managers@sutton-cafe.com
ae6bf63d-ebb5-53dd-925d-16f4be08480d,"East Japanese Restaurant",c93313fb-9af2-430d-b5e1-fce68e823a71,"Donald Martinez",managers@east-japanese-restaurant.com
d78428cd-f11e-5bb0-8664-5017e59703dc,"Tartine",0abb8d20-f956-41af-a43d-ee9493ee0856,"William Campbell",managers@tartine.com
ad098246-02c3-5444-8ff6-851273574e00,"Blue Willow 夜来湘",cc26154b-4c58-4c23-937b-62e41e340966,"Daniel Ross",managers@blue-willow.com
d5d34404-8fa2-553a-99be-530a5a789eb0,"cha &",3bb5f444-606b-4a76-a6fc-47b0882e0682,"Charles Robinson",managers@cha.com
42403979-de85-5f92-bdc1-53ffe821be90,"The Lobster Club",845167e2-4cac-4959-9aec-932da147a26d,"Sharon Johnson",managers@the-lobster-club.com
0c5ee221-bfb7-5bcf-9813-d18fce9f8c5a,"Dunkin'",b8155ce2-5466-4b6d-a70c-3d9ecf7fdb3e,"Katherine Gomez",managers@dunkin-2.com
0d25f4b2-205c-5cd5-8af4-9c48765baedc,"Amsterdam Billiards",6d44b356-fe91-47fe-ba5a-513b8b7970e1,"William Nelson",managers@amsterdam-billiards.com
bdf2cc97-478b-5b39-a9bb-cd5d448341d0,"Rosie Dunn's Victorian Pub",2b9f0012-b2a4-4384-8bd0-e3e32e3ba178,"Sandra Ramirez",managers@rosie-dunns-victorian-pub.com
c2593f01-e131-5b34-8765-3cd495a3df80,"EJ's Luncheonette",5051a3dd-19dd-464f-9be8-edfd52ad1290,"Jonathan Brooks",managers@ejs-luncheonette.com
b416ee23-ab7d-5cbf-bd9c-836be15154d5,"Fitzgerald's Pub",925f347d-f2c3-434f-8e4f-740520b475d1,"Daniel Lewis",managers@fitzgeralds-pub.com
5a4a7a1e-4281-53c4-a79c-d2a70117b611,"Kin ramen",95512715-f0e8-4187-b575-65a9306c8d42,"Anna Gonzalez",managers@kin-ramen.com
26826a16-a5bc-5cfa-93e2-23eaedb27e48,"Mojo East",03520196-67d7-4ac6-8a65-c3ca0a97aa7f,"Carol Lee",managers@mojo-east.com
67e5c19e-bf52-52b8-bd83-f5007cd3174e,"Fresco by Scotto",b32f3c43-b4fa-4793-ae84-a5b25bba35d6,"Helen Robinson",managers@fresco-by-scotto.com
af03f36e-0d02-5eab-81ce-03c4ccc9b7d5,"Pasta Eater Hell’s Kitchen",2983f5a5-7a75-457f-9edb-3dbc54b4eda4,"Nicole Lee",managers@pasta-eater-hell-s-kitchen.com
33baba24-8596-5324-9628-876042fdd466,"Caridad Restaurant",2f17acbc-8c25-4ae1-aa1a-300c22946638,"Jonathan Peterson",managers@caridad-restaurant.com
d8332068-d6fa-5d64-85a1-67d33c55e5cd,"Sweet Moment NYC",b5ca877c-7f11-4b9f-a4e4-2531e6c9df10,"Angela Phillips",managers@sweet-moment-nyc.com
23fffa1f-ad06-50d9-a28b-d0ebe4e0bcca,"Delancey Street Pizza",9f476a03-48e4-44e6-a175-88017f43aefa,"Lisa Kelly",managers@delancey-street-pizza.com
995da50d-1fa1-5def-ac4a-f0933567fb90,"Rich Aroma",26e3eaee-330e-4546-9997-cb3938a1dbb1,"Janet Price",managers@rich-aroma.com
5ccf094c-1f03-5210-a30f-517072ce20f0,"Lucinda's",87e33a12-9859-43a7-b95f-8244b653b195,"Cynthia Baker",managers@lucindas.com
27dc88b0-96f5-5a60-b8f2-d142f55a31e1,"McCoys",65507e0e-d740-4177-aa01-d4bf1e5edea6,"Rebecca Jackson",managers@mccoys.com
74eb4653-f746-546a-a7b9-496efadd8833,"Rosemary's Midtown",374d76cd-ebcc-4c6b-aaa8-d958aca03803,"Samuel James",managers@rosemarys-midtown.com
611fceb2-aa46-52ec-b908-f067059a904a,"Metro Diner",e07f1043-c81e-4eca-b1f3-1bc85a02ee06,"George Robinson",managers@metro-diner.com
69bdb30d-a9fa-55ab-8127-c7e02019d24e,"Upside Pizza",da3f2684-474c-4c71-82d1-8737452025e1,"Jacob Wright",managers@upside-pizza.com
1401e049-34ca-5614-852b-b33c9c4f711e,"Jackson Hole Burgers",93631906-e566-4ad5-94ed-5969917d7569,"Joshua Jackson",managers@jackson-hole-burgers.com
52512f78-9695-5e50-a949-f1aa22eee238,"Ess-a-Bagel",587901b1-3471-4723-917f-50857cd6cf50,"Justin Patel",managers@ess-a-bagel.com
bd97fc8d-74d5-55e7-8178-d693e22a2b79,"Faces & Names Bar and Lounge",0726289f-16ff-48e4-8eb3-3f2c6f4d9fad,"Carol Carter",managers@faces-names-bar-and-lounge.com
05cbace0-3878-5681-bc90-13680e312d36,"NASA CAFE",43dfc27c-f9b1-4254-ba53-dc2d8c252a1e,"Matthew Hill",managers@nasa-cafe.com
50564376-8204-5d63-a28e-e2fd784a45ad,"Ryan Maguire's Bar & Restaurant",154eba31-a6db-48ed-9129-8eabee3fc88a,"Michael Wright",managers@ryan-maguires-bar-restaurant.com
50c958f0-93ef-56e7-a4f4-26fbc21694d7,"Skinny Louie",a4c7d8df-70de-427e-a48b-597886f2dc9f,"Mary Cruz",managers@skinny-louie.com
8f81d42f-f65b-59fa-bbc9-f44e10122ec1,"Metropolitan Club",51f92112-891a-455c-8117-19915bfda3b8,"Larry Brown",managers@metropolitan-club.com
fb0dadb2-2047-5cf6-b52a-f9d36a0b5ffd,"Xi'an Famous Foods 西安名吃 | Midtown 45th&6th",4f710997-55b7-4910-aa8a-791b4f785268,"Nicholas Gomez",managers@xian-famous-foods-midtown-45th-6th.com
17b5ceac-759d-54fa-9258-f00d66c94f1e,"Altesi Downtown",6dca2442-f0a8-465f-8f9d-e4a6bcbc4bc5,"Scott Morales",managers@altesi-downtown.com
a9e417d2-6446-5a0e-8ca5-2ede36a7d9b5,"French Roast",cbaf9d43-55e5-45a9-8a63-c0d38ff902bb,"Laura Reed",managers@french-roast.com
dadaaccb-ee00-530f-8a21-ea6738a2533b,"Broadway Dive",56b9b0c7-eaf4-41e6-b358-7a7b7e86cb1f,"Steven Flores",managers@broadway-dive.com
a1e32678-9425-5dee-a0e4-7b459033a250,"Zaro’s Family Bakery",af8b5528-ee85-4e50-86ef-1ec01252613a,"James Ross",managers@zaro-s-family-bakery.com
3b3c671a-c88e-50af-91e9-5275d2c4d37e,"Lombardi's",b8b76d32-e197-4c3e-858c-d769050ff40e,"Katherine White",managers@lombardis.com
8ba7d252-6668-56d5-80ec-e645e83ed486,"The Terrace and Outdoor Gardens at the Times Square EDITION",79119037-83a5-4c47-9555-2e27497a3fb4,"Andrew Martinez",managers@the-terrace-and-outdoor-gardens-at-the-times-square-edition.com
ea328963-b1f9-517e-910a-36541d442886,"Bagelworks",bf95f290-dfb1-4287-a248-36bcdb2dc0fa,"Jonathan Hughes",managers@bagelworks.com
d90fa009-29f0-58eb-b095-735dce32bff3,"LA ISLA RESTAURANT",5287e705-3434-415e-b5e1-c81b1691be8c,"Katherine Green",managers@la-isla-restaurant.com
247e5fd8-3483-5453-b12c-a376517b44ef,"Starbucks Coffee Company",0da4265f-7144-4c65-8276-37be09f71e41,"Deborah Johnson",managers@starbucks-coffee-company-4.com
ef9ca6fa-aa51-5da8-947e-3ed70dd56365,"Popeyes Louisiana Kitchen",7e5c9a98-4de1-40fd-92c2-a05920abfef0,"Anna Morris",managers@popeyes-louisiana-kitchen.com
8e09649b-4360-52c6-a288-d82877034149,"Starbucks",6d155506-b039-44ae-8b2b-5321e98886ef,"Scott Scott",managers@starbucks.com
e57148d6-e29c-5770-8ef7-beb8dc35370a,"Post Billiards Cafe",4a7ff0b7-2c84-4817-ae10-b3c66edd4232,"Gregory Rivera",managers@post-billiards-cafe.com
fb1dd391-5823-5d74-b9c8-865d7ba99658,"The Gin Mill",509ba686-ce10-419c-ac0c-a361bb48d282,"Sarah Morgan",managers@the-gin-mill.com
e5740939-16c5-5390-adbd-7c74efad60df,"Malecon Restaurant (97th Street)",6fd68205-9a7e-4c86-bfbf-52a4a06a71a2,"Sarah Campbell",managers@malecon-restaurant-97th-street.com
70ed45a1-8bf0-5014-a130-6eb5b28528ae,"Murphy's Law",d7e7b03e-d6a1-40c4-9e9d-d03640920275,"Samuel Thomas",managers@murphys-law.com
610de05e-184e-58b8-b164-302bdf766f02,"Joe's Pizza",904e9b4a-80d3-4f08-b9db-1d4aa18ad172,"Joseph Cook",managers@joes-pizza.com
3a324bd2-e341-5c84-b7f6-6c00cb8710a8,"Felice 64",318fe17a-232d-4bda-bf2e-a4412af79394,"William Thompson",managers@felice-64.com
565a8338-f54a-5d14-a9a7-e43c2a431247,"Maya by Chef Richard Sandoval - NYC",1995a538-f305-4a96-a731-15b68878f15a,"Elizabeth Diaz",managers@maya-by-chef-richard-sandoval-nyc.com
bf71fe3b-1632-5b41-b14c-2b2c64732214,"Emilio's Ballato",143aed5b-e2b4-4e18-9140-3d3583a519b7,"Frank Gomez",managers@emilios-ballato.com
21f516bb-b718-5c95-a463-574009b8cc64,"Stromboli Pizza",ae646c89-88c9-45b4-af9d-825b13744596,"Daniel Foster",managers@stromboli-pizza.com
7d203a12-be63-53b0-8c01-84267fcaf593,"Cafeteria",a756be57-4883-4b9b-af3a-c2ea485015ba,"Susan Hill",managers@cafeteria.com
74ae7f9e-4be0-5c4a-ba5a-f8e057f110f0,"Frank",be7eb823-f01c-47c2-9532-2e1def070bf8,"Samantha Wood",managers@frank.com
2895d89d-3d42-5942-bde3-0be6d3472612,"Subway",7ed1fd7d-90c6-454e-858d-7e82284d2c26,"Karen Turner",managers@subway.com
24b31b5e-6353-5b04-883b-ce24a6045bdc,"Le Monde",5bc532da-96d6-4c49-83b8-46b659dab96d,"Michael Nelson",managers@le-monde.com
f76c7abe-b171-5dc6-a634-748223e113ae,"John's of Bleecker Street",dc49f716-fe12-4634-8d89-0153b7de1e86,"Justin Reed",managers@johns-of-bleecker-street.com
14584528-6145-5dce-b1f1-b5f835588035,"Starbucks Coffee Company",23508826-63b0-4d7c-a9bc-5667244c940b,"Sharon Brown",managers@starbucks-coffee-company-5.com
01700020-dda7-569e-8263-f422fcba2a2f,"Aji Sushi",9bd7cebe-4b1d-49e0-bcf4-f79763f80c2a,"Elizabeth Turner",managers@aji-sushi.com
cfbc22d8-109e-5387-b88e-a358ec454395,"For Five Coffee Times Square",b66f2e74-c950-454c-882d-7da8076abb4b,"Jacob Bailey",managers@for-five-coffee-times-square.com
bfb5c4b2-4285-58c7-b9e8-2cc765bd2d0a,"John's Pizzeria of Times Square",1761b49b-9409-40ec-bd0b-4beeccb5fe91,"Stephanie Castillo",managers@johns-pizzeria-of-times-square.com
1aec0d69-1dbf-5d6c-b5d6-61f32bde1365,"Lena Horne Theatre",a09ccc99-8ed5-4024-8a62-76b4bd1bb62e,"Thomas Walker",managers@lena-horne-theatre.com
fb7f0077-d437-58ba-981d-10ca4c3062e8,"Pershing Square",851196a6-27e2-4313-9d01-9572b5614322,"Ashley Hall",managers@pershing-square.com
99965908-d917-5ed8-b703-a468d6910941,"Liffy II Bar",8093a280-cd4d-49f2-8937-be548d17e523,"Alexander Wood",managers@liffy-ii-bar.com
3c5109d2-37de-5335-bac7-9f0792012951,"Park Bar",7d303169-b314-4088-adb1-5f07a278cf55,"Laura Kelly",managers@park-bar.com
8c61db41-2bc4-50c4-962a-835aa348e0a5,"Starbucks Coffee Company",5dca0882-0916-43f3-a53d-4d22e1a0f81a,"Jonathan Williams",managers@starbucks-coffee-company-6.com
931a1eaf-2d8f-5bd5-b65c-43704b4fce9b,"Silver Star",90e0008f-88ca-44d5-8cb2-053c6d9f3a62,"Melissa Young",managers@silver-star.com
c3c3b233-f9ae-5214-8dac-c8f39c140323,"The View",d357422c-bf20-468d-92fe-06b8faeb81bc,"Cynthia Morgan",managers@the-view.com
2a62f8e4-9249-53f5-ad72-9533e795c1fe,"Paul, Weiss, Rifkind, Wharton & Garrison",835476b8-3391-40cc-aada-c483e44f167c,"Joshua Ross",managers@paul-weiss-rifkind-wharton-garrison.com
cabc67b2-581b-5f04-8331-ab57f745a31a,"Ellen's Stardust Diner",31587ad1-0dd9-4f10-8edd-9fe09971ad1f,"Richard Miller",managers@ellens-stardust-diner.com
9e00e442-aa12-593a-bd4c-52486eb10b3d,"Peter McManus Cafe",b397a2e4-1429-4a09-b93c-b31333d63b36,"Joshua Garcia",managers@peter-mcmanus-cafe.com
cc4d6d29-1d3b-5e5f-b68f-fad0b36c1718,"Barbaresco",b6b55a4f-975c-4435-8da3-f37e4d978a72,"Jerry Rivera",managers@barbaresco.com
a8af0942-6fe4-5e11-bca4-8bd0fac27398,"Hudson Hound",c95f67e2-e849-4a79-9f28-e1128cb442c6,"Kevin Myers",managers@hudson-hound.com
fc55db59-a6c8-5152-ba87-c68439817fa4,"Peter Dillon's Pub",2babb2a6-09de-4dfa-a144-833e757d5188,"Brenda Torres",managers@peter-dillons-pub.com
0b83e924-7d10-5cd0-a0fa-cea9d3f2bd6a,"Lunella",40f8e871-2a61-4987-bc03-da336bdbb209,"Jonathan Alvarez",managers@lunella.com
d304a9b4-60b0-52d0-a27e-bc77be8d578b,"Chopt Creative Salad Co.",ddc774fc-4221-45f8-9fdc-396fe1b90094,"Pamela Thomas",managers@chopt-creative-salad-co.com
39d17f3b-4371-52b4-be37-f6d151c0a142,"Starbucks Coffee Company",cd20c058-9137-4e26-bdea-d643440d63cc,"Richard Gonzalez",managers@starbucks-coffee-company-7.com
73f1b639-78d4-5cdf-b625-1f3622c7395a,"Clinton St. Baking Company",04d76e02-5dcf-43d3-be13-bcc60a3d64fe,"Debra Williams",managers@clinton-st-baking-company.com
8bb249e0-38cc-59ef-995f-d257699fad96,"Verlaine",fc1a8530-fd2e-4855-bb0e-abbeef9d46bc,"Samuel Bailey",managers@verlaine.com
a5f90c58-adca-5eb2-9413-254f5bcd1eeb,"Starbucks Coffee Company",09ad6ca2-7b1e-495a-ac57-bf485a5d8360,"Ryan Foster",managers@starbucks-coffee-company-8.com
f8adee69-ea19-5fb8-b96e-6f6f7d08cb5e,"JoJo by Jean-Georges",78082c7f-fc00-4d25-a545-170555094342,"Stephanie Mendoza",managers@jojo-by-jean-georges.com
2592ada8-35e3-5fd1-9b9e-14b546930f09,"Bowery Palace",844bd527-90da-4c29-8f3d-085dfdce4061,"George Johnson",managers@bowery-palace.com
89bbaf8f-b44e-559a-90d7-4b461c1ec76f,"Popeyes Louisiana Kitchen",e3f39bf9-5dfd-4bdc-8f54-5d461311237e,"Michelle Thompson",managers@popeyes-louisiana-kitchen-2.com
e2b951aa-de19-5a70-9dc6-8ffc0602fc87,"Jimbos Hamburger Palace",974d36d4-0b89-4398-b653-c9a9d8d66750,"Andrew Parker",managers@jimbos-hamburger-palace.com
160f0b0b-efea-5831-871e-9824ebb05c85,"Village Underground",e8f85d9a-baa2-4e85-b2e5-8354d0dff209,"Debra Long",managers@village-underground.com
679bed42-5cda-57eb-95de-5b8a15b4c718,"Bonsignour",45269774-deef-4187-bb8c-a9c93d113a4d,"Brian Smith",managers@bonsignour.com
e75b7cd0-2c29-5ef5-9f24-e13292b0ebb9,"Art Bar",7aff97e1-9c2b-4d00-8ed3-084cbea83833,"Jerry Anderson",managers@art-bar.com
1be3ec95-8640-5b80-a4cd-0f2dd13c8f7a,"Waverly Diner",d2a9ed01-8c54-44c2-97d2-79ae17109a96,"Deborah Mendoza",managers@waverly-diner.com
5f75c51d-a028-5a70-a77b-0bc38db510a5,"Hearth",565fada0-2e97-4baf-aefb-a0d6544371c2,"Joshua Morales",managers@hearth.com
7fe63f29-6cc2-5d76-8193-6dbbc8e859f8,"Casa Mono",7c38d7ef-72db-4a4b-9b09-7b7617f857f0,"Gregory Williams",managers@casa-mono.com
2b54d23c-ec2f-57ed-97f6-4cc1d7535c4a,"Ari Sushi",484432f0-0324-4a8c-94f8-d3e68d08665a,"Margaret Cox",managers@ari-sushi.com
dc2f88ef-e0bb-570c-b696-8082dfe35fbb,"Dolly's",7a858014-e600-4ba0-b195-10576204452b,"Kathleen Wright",managers@dollys.com
fd4313b8-9b8b-5161-8833-e53818e698a5,"Dunkin'",e7470448-747e-4304-a508-b7cd7758da8c,"Karen Miller",managers@dunkin-3.com
d105ec6b-4269-5155-b464-24f394ee8380,"Floridita",850fa567-2f57-4292-8567-04bd9c24c797,"Tyler Morris",managers@floridita.com
